サークル名,著者,キーワード,ジャンル詳細,詳細ページ,Webサイト,設営場所
"アーチ技術部","アーチ技術部","Blender,Fabric,GitLab,Griffith,Next,Now,Python,Scrapbox,Slack,TypeScript,Web,ZEIT,js,ラフスケッチ","アニメを支える技術に関する56ページの冊子「アニメ技術 2019春」を頒布します。アニメ作りを支える技術、とくに絵コンテに関する創作支援技術にフォーカスしています。絵コンテの基本や既存ツールの概説など、デジタル化するアニメ制作の「今」が分かります。また、開発中のWebベースの絵コンテ制作支援ツール「Griffith」を紹介しています。Slack/Scrapbox/GitLab/ZEIT Nowなどを活用してTypeScript/Next.js/Fabric.jsといった要素技術を用いて開発しています。さらに、ゲスト寄稿ではPythonからBlenderを使う方法、深層学習でラフスケッチを線画化する技術についても執筆いただいています。このように、技術が支えるアニメ制作の「明日」も垣間見える内容です。","https://techbookfest.org/event/tbf06/circle/52360006","https://research.archinc.jp/anitech/","か77"
"deno-ja","deno-ja","Deno,JavaScript,Node,TypeScript,js","新進気鋭の TypeScript / JavaScript ランタイム Deno を用いたソフトウェア開発についての合同誌。 Node.js の次の時代を切り開いていく Deno を紹介する日本で初（？）の冊子です","https://techbookfest.org/event/tbf06/circle/58330003","https://scrapbox.io/deno-ja/Denobook_01","か78"
"潜推艦","Takepepe","TypeScript","TypeScript3.4 型の強化書","https://techbookfest.org/event/tbf06/circle/40060001","","か79"
"neko-note","mya-ake","Lambda,Nuxt,js,neko,note","Nuxt.js を Lambda で動かし本番運用するためのノウハウ本とカンファレンスのデザインに関する本を頒布します！あと neko-note ステッカーなども頒布します🐈","https://techbookfest.org/event/tbf06/circle/63760001","https://neko-note-help.booth.pm","か80"
"NCC開発局","3846masa / fmsuvM","PWA,Web,アプリ,カメラアプリ,ハンズオン","前作の「カメラアプリを PWA で作る」話に続き、PWA な Web アプリのハンズオン本を頒布します。また、機械学習の薄い本も頒布予定です。","https://techbookfest.org/event/tbf06/circle/52370008","","き01"
"Stableton","u","Android,Heroku,Now,Zeit,iOS,アプリ,デプロイメント,ハンズオン","超速デプロイメントを実現するプラットフォーム入門&ハンズオン（Zeit Now・Heroku・iOS/Androidアプリ編）","https://techbookfest.org/event/tbf06/circle/46490009","","き02"
"北大IT勉強会A","北大IT勉強会A","IT,LLVM,Optuna,Rust,Web,ハイパーパラメータチューニングツール,フリマアプリ,ホクマ","北海度大学の学生サークル「北大IT勉強会」のメンバー４人による技術書です。Webフリマアプリ「ホクマ」の開発話、Rustでネットワークプログラミングする話、ハイパーパラメータチューニングツール「Optuna」の解説、LLVMコンパイラのわかりやすい説明など。","https://techbookfest.org/event/tbf06/circle/61900008","https://twitter.com/huitclub/status/1107257767775993856","き03"
"わんにゃんショップ麦","@mugi_uno","Vue,jQuery,js,to,カワイイ,レガシーフロントエンド","心理的安全を保ちながらレガシーフロントエンドをモダンに改善していくためのリアルな現場で使えるノウハウをまとめた本を頒布します。表紙はカワイイですが、筆者が2年ほどやってきたフロントエンドの改善経験がベースになっており、中身はゴリゴリに現実的な話です。jQuery to Vue.jsを実際に書き換える流れを段階的に追っていくことで実践的に学べるような構成になっています。","https://techbookfest.org/event/tbf06/circle/40310003","http://mugi1.hateblo.jp/entry/2019/03/09/163443","き04"
"PWA Night","PWA Night","PWA,Tips","PWAの実装やライブラリの活用方法・構築のTipsなど技術的な面はもちろん、実際にどんな場面で適用できるのかなどをまとめた本になります。","https://techbookfest.org/event/tbf06/circle/50530002","","き05"
"データ見える化の学校","矢崎裕一","","日本語であまり存在していないデータ可視化の原理原則についてわかりやすくまとめた本になります。","https://techbookfest.org/event/tbf06/circle/60350016","http://visualizing.jp/","き06"
"イモに聞け","imonikike","JavaScript","JavaScriptの書き方を考察する本を頒布します。フレームワークやライブラリに依存しない素のJavaScriptを扱います。（今回はJavaScript本のみです）","https://techbookfest.org/event/tbf06/circle/46240001","","き07"
"@SongleJp","ひなた","API,Songle,ウェブサービス","音楽情報処理と呼ばれる音楽に関する情報技術分野の紹介します。具体例として、音楽を解析するウェブサービス Songle が提供する Songle API を利用した音楽情報処理プログラミングの入門記事を執筆します。","https://techbookfest.org/event/tbf06/circle/67890001","https://songle.jp","き08"
"アカツキ書房","アカツキ書房","レイヤー","低レイヤーから組織作りまで、実業務等で培った様々なノウハウを詰め込んだ書籍を販売予定です。","https://techbookfest.org/event/tbf06/circle/60050002","","き09"
"Sinack","Sin","Angular,Ionic","IonicやAngularを使った何かの本を書くつもりでいます。書けなかったらIonicの既刊を持って行きます。","https://techbookfest.org/event/tbf06/circle/44910012","","き10"
"Beer2.0","りょうへい","Google,GoogleAppsScript,LINE,PC,ボット","GoogleAppsScriptでサーバーレスのLINEボットづくり！！必要なモノはPCとGoogleアカウントとLINEアカウントのみ！！LINEグループに自作のLINEボットを入れて、グループを盛り上げよう！！","https://techbookfest.org/event/tbf06/circle/46490002","","き11"
"ω3","オメガスリー","GAS,react,redux,slack,tips","4人での合作です。slackコマンドをGASで作成するチュートリアルとtips たくさん手にとってもらえる技術書の作り方と、得する選び方について イベントイラストのインスピレーションおよび発想の過程について react reduxの最適解","https://techbookfest.org/event/tbf06/circle/60090001","","き12"
"nekoze-at.tokyo","nekoze","GoogleMapsPlatform","GoogleMapsPlatform入門","https://techbookfest.org/event/tbf06/circle/36190004","","き13"
"dayjournal","dayjournal","C,GL,GPIO,I,IoT,JS,Leaflet,Mapbox,Web,①,②,オープンソースマップクライアントライブラリ,ソフトウェアライク,ブレッドボード","北海道から参加します！ WebマップアプリケーションとIoT関係の本を作ってみました！  ① オープンソースマップクライアントライブラリの「Leaflet」と「Mapbox GL JS」を比較解説しながら、 Webマップアプリケーションの構築方法を1冊の本にまとめてみました。  ② IoTに興味を持って検索したら、ブレッドボードとか、I2Cとか、GPIO18とか、訳分かんないんですが。 そんなソフトウェアライク！なエンジニアの為の、やりたい事をやる為の指南書。 ","https://techbookfest.org/event/tbf06/circle/64070001","https://day-journal.com/memo","き14"
"魔法技研","未知","ExcelVBA,Vue,WEB,axios","ExcelVBA+Vue+axiosを使用したWEB自動更新","https://techbookfest.org/event/tbf06/circle/52130005","https://note.mu/miti843/n/nf22e1d6d57db","き15"
"read_your_document.JS","Uncle JavaScript","JavaScript","JavaScript に関する雑誌です。第一号を 2019/1 月に発刊しました。第二号が 3月に発行されます。JavaScript に関するポエムや、技術情報、JavaScript エンジニアの過去のエピソード等々、JavaScript に関する、一般的な技術雑誌が取りこぼしがちな面白コンテンツが満載です。","https://techbookfest.org/event/tbf06/circle/71630001","https://ryd-js.com/","き16"
"電気マカロン","マカロン王子","IoT,Web","IoT,Webサービス開発,ソフトウエア開発,ハードウエア開発についていろいろ活動中。","https://techbookfest.org/event/tbf06/circle/57980001","https://twitter.com/denki_macaron","き17"
"Kunoichi","Kunoichi","E,WordPress,アンチョコ","WordPressテーマ、プラグインを作る際にユニットテストやE2Eテストを実施するためのアンチョコをまとめた本を出します。","https://techbookfest.org/event/tbf06/circle/36280001","https://kunoichiwp.com","き18"
"Route 312","mzsm","Django,Python,Tips,Web,WebRTC","Python製WebフレームワークDjangoのTips集と、WebRTC入門書","https://techbookfest.org/event/tbf06/circle/54780007","http://mzsm.me/","き19"
"きんとーん・らぼ","きんとーん・らぼ","kintone,サイボウズ","サイボウズ（株）のクラウドサービス kintone（キントーン）を題材にした同人誌","https://techbookfest.org/event/tbf06/circle/71660001","http://bit.ly/kintbf06","き20"
"スカゼミ","スカゼミ",")、,Javascript,PHP,Web","Web技術、プログラミング(Javascript, PHP)、などの合同誌","https://techbookfest.org/event/tbf06/circle/36170001","http://skysemi.org/","き21"
"CSSおじさん","DesignChips","CSS","CSSの基礎解説本","https://techbookfest.org/event/tbf06/circle/38070004","なし","き22"
"虚構遊閑地","柏木みらる","CSS,Web,absolute,position","Webコーディングの初心者向け、CSSスキルアップのための小技・小ネタ。★新刊★position:absoluteが怖くなくなる魔法の本出します。","https://techbookfest.org/event/tbf06/circle/65510002","","き23"
"CSS.GRIDMAN","rukiadia","CSS,display,grid","CSSで使用できる「display:grid」を徹底的に解説する本になる予定です。","https://techbookfest.org/event/tbf06/circle/60030001","","き24"
"SpaceAgent","kaiba","Elasticsearch,Nuxt,PWA,Vue,js,serverless","Elasticsearch、serverless、PWA、Nuxt(Vue.js)関連の本を頒布します。","https://techbookfest.org/event/tbf06/circle/54360002","https://tech.spaceagent.co.jp/post/techbookfest6","き25"
"吉川雅彦","吉川雅彦","CSS,index,z,ウェブサービス","ウェブサービス（行程さん）のデザインの本、CSSのリファレンス的な本、CSS（z-indexの解説）の本","https://techbookfest.org/event/tbf06/circle/52270002","","き26"
"犬テトラ+","takanorip","CSS,Components,Houdini,UI,Web,ウェブフォント","Webフロントエンド開発に関する同人誌（CSS Houdini、Web Components、UIデザイン、ウェブフォント）","https://techbookfest.org/event/tbf06/circle/61710001","https://inutetraplus.netlify.com/","き27"
"りまりま団","もふもふ","Vue,js,エラーログ,テクニカルライティング","スタックトレースやエラーログの実例をどのように解決するか？という観点からVue.jsの理解を深めていきましょうという本＋「どのようにプログラミングを覚えたか？」に関するアンケート結果を通じたプログラミングの学び方に関する考察本＋「技術同人誌を作りたいけど文章は苦手…」な人でも技術同人誌が書けるようにするためのテクニカルライティング技術書＋既刊を持って行きます。","https://techbookfest.org/event/tbf06/circle/35980001","http://rimarimadan.hatenablog.com","き28"
"御苑 × Lab","Bong / satof.J","スマートフォンアプリ","フロントエンドとスマートフォンアプリの技術書","https://techbookfest.org/event/tbf06/circle/47920005","","き29"
"PIVO丼","PIVOT技術書典部","CSS,HTML,JavaScript,ブラウザ,ブラウザバグ,プチコーナー","HTML,CSS,JavaScript周りの技術をメインとし、フロントエンド全般について執筆します。また、付録として"ブラウザ春のバグ祭り"というプチコーナー(ブラウザバグ集)も設けました！普段の業務で出会ったバグとの戦いの記録をぜひご覧ください。","https://techbookfest.org/event/tbf06/circle/56510008","https://pivodon.netlify.com/","き30"
"norakan","woshidan","HTTP,IP,TCP,TLS","サーバに証明書を食べさせる? と聞いてきょとんとしたことはありますか?(わたしはあります) TCP/IP、及びそれと同時に利用されるプロトコルの仕様は普段の仕事とは少し遠いイメージがありますが、今回少し時間があったので、TCP, TLS, HTTPについて、実際のサーバの設定項目や証明書の設定作業がなぜ必要なのかじっくりこねこね整理してみました。HTTP/3.0が来る前にHTTP/2.0までをざっくりおさらいしてみませんか。","https://techbookfest.org/event/tbf06/circle/69650002","","き31"
"Tech The Toaster","howdy39","Chrome,Console,Network","Chromeデベロッパーツールを使いこなすための本を書いています。今回は前作、Console編の続編となるNetwork編を書きました。","https://techbookfest.org/event/tbf06/circle/67540001","https://techthetoaster.org/","き32"
"Something","さむ","Components,StencilJS,UI,Web,ペルソナ","StencilJSを使ったWeb Componentsの作成方法など。頒布する本の中で実際にペルソナ5のUIを作って公開しちゃいました。","https://techbookfest.org/event/tbf06/circle/60150002","","き33"
"Parasuicide","たっきー","OSS,オンプレミス","外部サービスを使わずにオンプレミス環境で業務効率化を図るために様々なOSSを導入しようとした記録","https://techbookfest.org/event/tbf06/circle/38380001","https://obel.hatenablog.jp/","き34"
"74th","74th","Golang,Python,PythonShell,VisualStudioCode,bashrc,xonsh,プロンプト","bashrcに疲れたのでPythonShellのxonshでプロンプトをカスタマイズする本。VisualStudioCodeで様々な言語、プラットフォームをデバッグする本（技術書典3のアップデート、商業版）。既刊のGolang性能本、Pythonタスクランナー本","https://techbookfest.org/event/tbf06/circle/52130001","https://twitter.com/74th","き35"
"くり返す日常","KC","VSCode","VSCode 拡張機能開発を行うための薄い本。とりあえず触ってみたい人向けの予定。","https://techbookfest.org/event/tbf06/circle/59900003","https://kcpoipoi.hatenablog.com/entry/2019/02/23/152336","き36"
"光り手ソフト","光り手","PHP,PlantUML,Web","Webサービス開発やPHPに興味があります．PlantUMLでクラス図とシーケンス図を描く本を頒布します．","https://techbookfest.org/event/tbf06/circle/65820010","","き37"
"くろもワークス","くろもか","PHP×GraphQL","PHP×GraphQL本を出そうと思っています。","https://techbookfest.org/event/tbf06/circle/61940002","https://kuromoka16.hatenablog.jp/","き38"
"Adaptorium","mizore","Laravel,Salesforce","Laravel, Salesforce","https://techbookfest.org/event/tbf06/circle/67530002","","き39"
"paren-holic","t-sin","Clojure,Common,Lisp,Lisper,Racket","括弧を愛するLisperが贈る、Lisp紹介本。今回はCommon Lisp、Clojure、Racketの3つのLispを実例と共に紹介します！","https://techbookfest.org/event/tbf06/circle/44710001","","き40"
"エモist出版","かろてん","SSH,UI,エモ,ラノベ,ーー","「君のクソUIが、ヒトを救うんだ」ーーSSHなのに、エモい。というラノベを頒布します（UIの本ではありません）","https://techbookfest.org/event/tbf06/circle/42010001","https://booth.pm/ja/items/1044161","く01"
"Fabulous Tech","びくんびくん","Redmine","Redmine（を含むプロジェクト管理ツール）を導入するときに陥りやすい罠と周りの環境についての本を書きます。","https://techbookfest.org/event/tbf06/circle/42050001","","く02"
"遊戯部すずき組","MooMoo-ya","","要件定義をテーマにしたブラックジャック風のカードゲームになります。","https://techbookfest.org/event/tbf06/circle/44780002","https://suzukigu.me/","く03"
"エンジニア登山部","やぶーん","DDD,アドテク","DDD,アドテク,設計,システムテンプレート","https://techbookfest.org/event/tbf06/circle/65490006","260","く04"
"Stray Calico","mikesorae","DDD","DDD本、セキュリティ本の予定です。","https://techbookfest.org/event/tbf06/circle/36030002","","く05"
"Grand Pa-Ma","at_grandpa","Crystal,グランパ,マゴ","技術書典4,5で頒布した「におうコードの問題集」のシリーズ第三弾として「におうコードの問題集〜ソフトウェア設計に立ち向かう編〜」を頒布します。グランパとマゴと共に、楽しくソフトウェア設計について学ぶことができます。問題集形式なので、なぜ問題なのか、どう修正するのか、その結果どうなるのか、を体系的に学ぶことができます。グランパとマゴと一緒に学びましょう！現地限定のお得なセット価格もあるので、下記の頒布情報をご確認ください。また、委託でCrystal言語の入門本も頒布します。詳細は下記の「頒布物」を御覧ください。","https://techbookfest.org/event/tbf06/circle/40050004","https://grand-pa-ma.booth.pm/","く06"
"JSTQB Advanced Level試験勉強会","JSTQB Advanced Level試験勉強会 運営チーム","Advanced,ISTQB,JSTQB,Level","毎年2月8月に行われているJSTQB Advanced Levelの非公式問題集を頒布します。 ソフトウェアテストの国際資格であるISTQBに基づく資格試験であるJSTQBの上級レベルは、公式解説本も公認トレーニングも存在しておりません。 JSTQB Advanced Level試験勉強会は、自分たちで予想問題集を作り解き合うスタイルで進めてきた試験対策の成果を、問題集として頒布します。","https://techbookfest.org/event/tbf06/circle/44920006","https://learnerjstqb.github.io/","く07"
"紙印","おたべ","","ソフトウェアのテスト設計解説本です。品質保証の立場からソフトウェアの価値（品質）をどのように向上させるかを解説します。","https://techbookfest.org/event/tbf06/circle/48130002","http://blogs.yahoo.co.jp/rem1988stores","く08"
"Crab Ink","わとう","チーミング,ファシリテート","テスト, テスト計画, 自動化, レビュー, ファシリテート, チーミング, アウトプット,","https://techbookfest.org/event/tbf06/circle/60140001","","く09"
"しがないラジオ","gami/zuckey","JavaScript,Web","「Web開発者1年目の教科書」、「非エンジニアのためのJavaScript」","https://techbookfest.org/event/tbf06/circle/65550001","https://shiganai.org/","く10"
"半田技術研究所","タンサクテスト","","ソフトウェアテスト技法のひとつである探索的テストについて","https://techbookfest.org/event/tbf06/circle/65520002","https://twitter.com/handagiken1","く11"
"妄想実行部隊","CreativeCoefficient","D,Live","「妄想を現実にする」同人サークル。妄想好きオタク達による「妄想を形にする」合同誌を出します。「声優と機械学習」や「キーボード組み立て記」「Live2D入門」など様々なオタク活動を詰め込んだ一冊です。","https://techbookfest.org/event/tbf06/circle/50310001","","く12"
"趣味の製麺","玉置標本","GUIDE,USER,～","家庭用製麺機のグラビアや歴史資料、使い方やレシピなど、アマチュア向けの製麺と製麺機の総合情報誌である『趣味の製麺１～８号』、および別冊となる使い方をまとめた技術書『家庭用製麺機 USER GUIDE』、簡単レシピの『作ろう！10分ラーメン』です。","https://techbookfest.org/event/tbf06/circle/50330001","http://www.seimen.club","く13"
"安川製作所","安川","","電柱写真集・技術解説本、鉄塔写真集・技術解説本","https://techbookfest.org/event/tbf06/circle/56140002","http://yask.jp/","く14"
"TGABOOK","とが","Scratch","子供向けコーディングクラブの運営ハウツーおよび体験談。Scratch3.0（プログラミング言語・開発環境）の活用事例","https://techbookfest.org/event/tbf06/circle/47980003","http://www.togazo.com/","く15"
"Techpit Market","Techpit","","プログラミング教育サービスを運営して分かった教え方や学習のノウハウ本","https://techbookfest.org/event/tbf06/circle/48350005","https://market.techpit.jp/","く16"
"サポーターズCoLab","CoLabで技術書を書いてみた","","執筆経験のないメンバーを集めて技術書を書いてみた、いわゆる「やってみた本」です。","https://techbookfest.org/event/tbf06/circle/36070001","","く17"
"#kosen16s","#kosen16s","","2016年度入学の高専生が様々な技術を1冊の本にまとめました。","https://techbookfest.org/event/tbf06/circle/56250001","https://kosen16s.github.io/","く18"
"テスターちゃん","まつ","","新人さんからわかるソフトウェアテスト解説4コママンガ「テスターちゃん」を頒布します。品質ってなんだろう、どうすれば守れるのだろう、という方もぜひ。","https://techbookfest.org/event/tbf06/circle/67550002","http://testerchan.hatenadiary.com/","く19"
"あきばよめ","翔、ひばり","C,FPGA,MPSoC,SDSoC,Ultra,UltraScale,Xilinx,Zynq","C言語でFPGA回路設計ができるXilinx SDSoCに関するソフト設計者視点での入門書を予定しています。ターゲットボードはZynq UltraScale+ MPSoCを搭載したUltra96です。","https://techbookfest.org/event/tbf06/circle/44850002","http://akibayome.seesaa.net/","く20"
"Personal Factory","佐藤剛士","Fluid,Interfaces,UI,iOS,ハーフモーダル","iOSで最新のUIの考え方であるFluid Interfacesをハーフモーダルを通して解説する技術書を予定しています","https://techbookfest.org/event/tbf06/circle/48210003","https://blog.personal-factory.com/","け01"
"Nikkei Engineer Team","Nikkei Engineer Team","","日経電子版の開発を通じて得られた技術的な知見やノウハウについてまとめた本を頒布します。","https://techbookfest.org/event/tbf06/circle/40320001","https://note.mu/nikkei_staff/m/m3f19ed06244b","け02"
"428エンジニア","satoshi0212","AR,MR,VR","AR/VR/MR 開発関連","https://techbookfest.org/event/tbf06/circle/48060002","","け03"
"エウレ・テクノロギア","エウレ・テクノロギア","Pairs","Pairsを支える技術と題してサービスを支える様々な技術について記載します","https://techbookfest.org/event/tbf06/circle/38460005","","け04"
"noppelab","のっぺ","AR,MusicKit,iOS","MusicKit入門書は前回頒布したものを持ち込み、ARかライブ配信のiOS周りの話を新規で書くかもしれません。","https://techbookfest.org/event/tbf06/circle/63710006","https://github.com/noppefoxwolf","け05"
"AbemaTV iOSチーム","AbemaTV iOSチーム","AbemaTV,Swift,iOS","iOS, Swift, AbemaTV","https://techbookfest.org/event/tbf06/circle/38450002","","け06"
"iOSアプリ開発がんばるぞ！！の会","k0uhashi","CD,CI,UI,iOS,アプリ","iOSアプリ開発者のためのiOSアプリ開発周辺知識（UI構築、フレームワーク、自動テスト、CI/CD等）を記した本","https://techbookfest.org/event/tbf06/circle/36270007","https://twitter.com/k0uhashi","け07"
"watanabe_ph","ワタナベピー","Swift,レイヤー","   コンピュータの数学的基礎、低レイヤーの挑戦、Swiftの秘密の生活","https://techbookfest.org/event/tbf06/circle/56420001","これから用意します。","け08"
"Falcon Tech","瀬尾敦生","Embed,Framework,iOS","iOSアプリケーション開発におけるEmbed Frameworkの作り方と運用の一歩目を紹介させていただきます。","https://techbookfest.org/event/tbf06/circle/47950003","","け09"
"RM-RF*","まさご","ょんで,アプリ,スマートフォンアプリ","スマートフォンアプリを開発してみたいけど、何から用意していいかわからない。勉強しようにもハウツー本おおすぎてわからない。そんな時に、会社に入社してからどのような流れでアプリを開発、リリースしていくかを社畜お兄さんお姉さんと一緒に学んでいくマンガを頒布します。また、二次創作で艦隊これくしょんで使われている艤装のシステムをゆるく考えて設計書に落とし込み開発するまでの工程を漫画化したものを頒布します。","https://techbookfest.org/event/tbf06/circle/65840011","http://mina.hacca.jp/sary","け10"
"かりあどぷらねっと","かりあど","iOS,アプリ","iOSアプリ開発におけるソフトウェアテスト入門書","https://techbookfest.org/event/tbf06/circle/54660004","https://kariaduu.hatenablog.com/","け11"
"Near Automata","alligator_tama","モバイルアプリ","モバイルアプリのテスト自動化などを主に扱います。","https://techbookfest.org/event/tbf06/circle/58360003","https://near-automata.firebaseapp.com","け12"
"堤and北","堤 修一／北 祐介","ARKit,Metal,Swift,iOS×Depth,macOS","Swiftコンパイラの解説書×2（北）、iOS×Depthの解説書＋macOSの解説書＋ARKitの解説書＋Metalの解説書（堤）","https://techbookfest.org/event/tbf06/circle/40080001","http://shu223.hatenablog.com/","け13"
"Monaca UG","アツシ","Android,CSS,HTML,JavaScript,Monaca,UG,iOS,スマートフォンアプリ","MonacaはHTML/JavaScript/CSSでAndroid/iOS両方に対応するスマートフォンアプリを開発できるサービスです。Monaca UGはそんなMonacaを使うユーザを中心としたコミュニティになります。","https://techbookfest.org/event/tbf06/circle/56230003","https://monacaug.mobi","け14"
"Blessphere","131e55","Swift,Vapor,Web","Swift 製サーバサイド Web フレームワーク「Vapor」 入門","https://techbookfest.org/event/tbf06/circle/71570002","","け15"
"EZ-NET","熊谷 友宏","Swift,イニシャライザー","今回は Swift 入門書として『Swift らしい表現を目指そう』と『Swift イニシャライザー大全』を頒布します。イニシャライザー大全は、前回の技術書典で『イニシャライザー復習会 構造体編』を頒布しましたけれど、それにクラス型など全般的な型のイニシャライザーについても追記した完全版です。旧版をお持ちの人がいらしたら交換しますので遠慮なくお声がけくださいね。","https://techbookfest.org/event/tbf06/circle/34110001","https://ez-net.jp","け16"
"大志","bati668","AWS,App,Store,Swift,Twitter,deploy,iOS, ,アプデ,アプリ,メルカリ","頒布物1  「iOSデザインパターン入門 改」 技術書典4で300部完売の、iOSデザインパターン入門を、 Twitterなどでいただいた質問や要望を反映させて、もっとわかりやすく、参考コードなども追加し、Swift5.0用にアプデしたものを販売します。  頒布物2  「iOSアプリ100本ノック」 iOSエンジニア歴4年で、アプリを約100個超リリース、そのうち100万ダウンロード超え1つ、買収1つの経験を持つ筆者が、 アプリ100個のサンプルコードを公開。 なるべく実践的で、規模が大きいアプリの作り方が体系的に学べます。 フロントのコードだけでなく、バックエンドのコードもSwiftでサンプル付き。 Twitterや、メルカリ規模のアプリを1から作って自分でAWSでdeploy,App Storeで公開までできるようになります。 できるエンジニアになりたかったら、100本ノックのごとく100個アプリを作ろう！","https://techbookfest.org/event/tbf06/circle/46420003","https://mobile.twitter.com/nanamoto7483","け17"
"SwiftKotlin愛好会","jollyjoester","Kotlin,Swift","Swift/Kotlinをより楽しむためのトピックを集めた書籍","https://techbookfest.org/event/tbf06/circle/71750003","https://love-swift.connpass.com/","け18"
"うさぎてっく","usayuki, _nabech, keijumt","Kotlin,Native","Kotlin/Nativeの入門書","https://techbookfest.org/event/tbf06/circle/54610001","","け19"
"Oisix Tech Lab","Oisix Tech Lab","EC,Oisix,アプリ","Oisixという食品販売ECサイト（アプリ）上で使われている技術・分析手法・導入事例など多角的な視点での内容を盛り込む予定です。","https://techbookfest.org/event/tbf06/circle/50670009","","け20"
"パステルレインボー","水村敏志","API,Kotlin,O,R,SpringBoot,jOOQ,マッパー","SpringBoot2 とサーバサイド Kotlin で O/R マッパーに jOOQ を使用して API を作成するための入門書的な本","https://techbookfest.org/event/tbf06/circle/63940002","https://twitter.com/ikatechx","け21"
"おなかぷよ","masahide318","Android,Bitrise,CI","Android,設計,CI,Bitrise","https://techbookfest.org/event/tbf06/circle/52180004","","け22"
"Qrio株式会社","Qrio","Bluetooth,Lock,Qrio,Web","Qrioの開発ってどんな感じなの？と言う話題だけでなく、業界のあの事件やWeb Bluetoothなどの話題についても掲載しています。Qrio Lockの特製ペーパークラフトも付属するよ！","https://techbookfest.org/event/tbf06/circle/69630002","https://qrio.me/","け23"
"team Y.G.E.","yamacraft","Android,D,MLKit,Things,orLive,バーチャルアバター","Android Thingsを使ったバーチャルアバターを実現するシステム構築の開発ログ本。MLKit、3DモデルorLive2Dの技術関連を記載予定。おそらく電子版のみの頒布になります。","https://techbookfest.org/event/tbf06/circle/67930002","https://yamacraft2.exblog.jp/","け24"
"てんてんてんごく京浜東北線","てんてんてんごく京浜東北線","Go","Goと静的解析","https://techbookfest.org/event/tbf06/circle/61760001","","け25"
"Women Who Go Tokyo","wwgt","Cloud,Go,Google,Platform","プログラミング言語 Go や Google Cloud Platform や コミュニティ運営 について。","https://techbookfest.org/event/tbf06/circle/58030001","https://womenwhogotokyo.github.io/","け26"
"golang.tokyo","golang.tokyo","Go,golang,tokyo","golang.tokyoの関係者で書くGoに関する技術書","https://techbookfest.org/event/tbf06/circle/63860004","https://golangtokyo.github.io/","け27"
"わた房","toto","Docker,gRPC,go","go, Docker, gRPCとかいろんな技術をつまみ食いします。進捗次第では+αもあるかも ","https://techbookfest.org/event/tbf06/circle/64130001","","け28"
"Virtual Ones","ひだるま","","コンテンツ製作の補助技術","https://techbookfest.org/event/tbf06/circle/42260009","","け29"
"MERY Engineer Team"," MERY Enginner Team","MERY,gRPC","MERYのエンジニアが実際の業務で得た知見から、開発中の新システムのアーキテクチャまで、惜しみなく公開します！gRPCの入門本も頒布します！","https://techbookfest.org/event/tbf06/circle/46210003","https://mery.co.jp/","け30"
"lostprivatekey","Morinikiz","Blockchain,Go,Rust","GoやRustを使ったBlockchainの実装について書く予定です。","https://techbookfest.org/event/tbf06/circle/40080002","","け31"
