サークル名,著者,キーワード,ジャンル詳細,詳細ページ,Webサイト,設営場所
"井山梃子歴史館","井山梃子歴史館","Actcast,Algebraic,Effects,GC,Idein,Rust,Unity,VRM,VTuber,WebGL,unsafe,フィーチャー","RustでAlgebraic EffectsをエミュレートしたりGCをしたりなど，言語処理系のローレベルなコンポーネントを作る本をメインで出します．Rustのマクロやunsafeについて紹介します．また，Idein社のActcastのやってみた記事も書きます．余裕があればUnityでVTuberをフィーチャーしたオンラインゲームを（これから）作る本を書きます．VRMフォーマットの話やWebGL，サーバのアーキテクチャなどの話をします．","https://techbookfest.org/event/tbf06/circle/54610003","https://twitter.com/__pandaman64__","け32"
"まいにちがきんようび。","しゅーくりーむ","Rust","Rust を使ったプログラミング例についてまとめた本になります。付録として、前回暗号通貨の記事を執筆したエンジニアが暗号通貨の闇と未来を想う記事も掲載予定です！","https://techbookfest.org/event/tbf06/circle/44730002","http://syucream.hatenablog.jp/","け33"
"USP研究所","USP研究所","IT","IT関連雑誌・書籍・電子工作キット","https://techbookfest.org/event/tbf06/circle/56210002","https://www.usp-lab.com/pub.html","け34"
"アスキードワンゴ","鈴木嘉平","","プログラミング、コンピュータサイエンス","https://techbookfest.org/event/tbf06/circle/38170001","http://asciidwango.jp/","け35"
"株式会社インプレス","tokuda-impress","IT","	 機械学習やクラウド技術など“IT技術の先端”をテーマにした技術解説書","https://techbookfest.org/event/tbf06/circle/67860003","https://book.impress.co.jp/","け36"
"C&R研究所","C&R研究所","","技術書全般","https://techbookfest.org/event/tbf06/circle/46270002","http://www.c-r.com/","け37"
"株式会社オライリー・ジャパン","オライリー・ジャパン","オライリー・ジャパン","オライリー・ジャパン刊行書籍およびオリジナルグッズの頒布","https://techbookfest.org/event/tbf06/circle/34000003","https://www.oreilly.co.jp/books/","け38"
"ラムダノート株式会社","ラムダノート株式会社","","ネットワーク、プログラミング、数学などの解説書。","https://techbookfest.org/event/tbf06/circle/65510001","https://www.lambdanote.com/","け39"
"株式会社サイバーエージェント","株式会社サイバーエージェント","Tips,Unity","Unityの開発に役立つTips集","https://techbookfest.org/event/tbf06/circle/50600002","https://creator.game.cyberagent.co.jp/","け40"
"染井吉野ゲームズ","土屋つかさ","HLSL,ShaderLab,Unity,シェーダー","Unityのシェーダー(ShaderLab/HLSL)プログラミングについての解説書。中上級者向け","https://techbookfest.org/event/tbf06/circle/61680001","https://t-tutiya.hatenablog.com/","け41"
"Outlaw Tech","えむにわ","D,FANBOOK,Unity,VRM,アバター,アプリ,シェーダ","『VRM FANBOOK 2』主にUnityで使われている 3Dアバター用ファイルフォーマット VRMの解説本第2弾。シェーダとかアプリ制作について前回よりも深く掘り下げます。","https://techbookfest.org/event/tbf06/circle/59970001","http://m2wasabi.hatenablog.com/","け42"
"Indie Visual Lab","Indie Visual Lab","Unity,グラフィックスプログラミングテクニック","Unityを利用したグラフィックスプログラミングテクニックについて解説したシリーズ本を頒布します。技術書典6では建築やプロダクトデザインの分野でアルゴリズミックデザインを手掛ける堀川淳一郎氏の本の委託販売も行います。","https://techbookfest.org/event/tbf06/circle/65690001","https://indievisuallab.github.io/","け43"
"Genera","梶田悠","Unity,シェーダー,レイマーチング","Unityシェーダーで作ったレイマーチング作品の解説本を頒布する予定です。余裕があればもう一冊Unityシェーダーの入門本も頒布できればと考えています。","https://techbookfest.org/event/tbf06/circle/52130002","https://twitter.com/kajitaj63b3","け44"
"るてんのお部屋","るてんしと","Electron,GUI,HTML,JavaScript,アプリ,レトロゲームファクトリー","新刊は『ElectronとHTML5で作るGUIアプリ入門』『ワールドマップ自動生成読本』。新潮社刊の商業小説『レトロゲームファクトリー』も持って行く予定。同人ゲームや、ゲームのアルゴリズム本、変わった技術書など多数。人気既刊の『JavaScriptで 実行時エラーを起こす 100+の技法』『JavaScript:特殊コードゴルフ マニアクス』など10種類以上を頒布予定です。大人の社会見学本もあります。","https://techbookfest.org/event/tbf06/circle/54360003","https://crocro.com/circle/","け45"
"Dragon University","rizaudo","CPU,GAN,TeX","機械学習(GAN)の研究動向解説や独自CPUの実装談義・TeX組版など、各分野の科学技術や関係する技術の解説記事を纏めた総合技術誌の頒布。","https://techbookfest.org/event/tbf06/circle/63820002","","け46"
"Computer Society","KCS","Unity","サークルメンバーがそれぞれ書いた記事をまとめたモノを予定しています。例年、Unity、機械学習関係、特定のプログラミング言語、数学などとなっています。","https://techbookfest.org/event/tbf06/circle/67810003","https://kcs1959.jp/","け47"
"ながら工房","ながら工","GooglePlay,グローバルゲームジャム","グローバルゲームジャム2019にて48時間で多言語対応・ランキング・GooglePlayストアへの登録まで含めてゲームを作った話","https://techbookfest.org/event/tbf06/circle/38400002","","け48"
"Rendering学習日記","ドッグマン","Blender,Blender×Python,blender,p","blenderについて初めての方向け「中2から始めるBlender総集編 」。プログラミングをやってみたい人向け「12歳からのBlender×Python」blender2.8対応、34pの薄い本。図形を並べるスクリプト集です。","https://techbookfest.org/event/tbf06/circle/54360005","","け49"
"tenteroring project","sierra","DCG","当サークルはプログラミング、3DCG、電子工作等を扱っています。","https://techbookfest.org/event/tbf06/circle/33960003","https://tenteroring.luna.ddns.vc/","け50"
"黒髭出版","t2low","Cocos,Creator","子供にプログラミングを体験させるための何かを書いた本(新刊)と、子供向けのCocos Creatorを使ったゲーム開発入門書(既刊)を頒布予定です","https://techbookfest.org/event/tbf06/circle/57960003","http://kurohige.sblo.jp/","け51"
"エモCG","sho7noka","DCG,Javascript,Python,Swift","3DCGプログラミングのエコシステムについて Swift Javascript Python の3つの面から技術書にまとめている個人サークルです。","https://techbookfest.org/event/tbf06/circle/50360001","","け52"
"KLab 株式会社","KLab 有志","D,KLab,Unity","KLab 社員有志が Unity 3D やゲーム・サーバー・インフラ・その他仕事に関係ない技術までをいろいろ書きます。","https://techbookfest.org/event/tbf06/circle/54660003","http://klabgames.tech.blog.jp.klab.com/","け53"
"株式会社キッズスター 技術書典部","株式会社キッズスター","Unity,キッズスター","株式会社キッズスターのメンバーが、Unity プロダクト開発で培ったノウハウ、開発裏話、オススメのツール、テスト自動化、勉強会開催ノウハウ、などなど様々な分野についてごった煮でお届けします。","https://techbookfest.org/event/tbf06/circle/65820002","","け54"
"VoxBox","やまたくさん","Unity","初心者デザイナー向けのUnityに関する技術書","https://techbookfest.org/event/tbf06/circle/48040002","","け55"
"揚げピーナッツ","nishiuchi","IT","プログラム言語やIT技術をテーマとしたカードゲームです.","https://techbookfest.org/event/tbf06/circle/65490007","http://agepeanuts.strikingly.com/","け56"
"トイグル","ライ","defold","defoldを使ったゲーム制作","https://techbookfest.org/event/tbf06/circle/54740008","","け57"
"tnayuki","tnayuki","BoehmGC,オープンソースプロジェクト,ガベージコレクター","様々なオープンソースプロジェクトで使用されている保守的ガベージコレクター、BoehmGCの詳解","https://techbookfest.org/event/tbf06/circle/40090003","","け58"
"すらりんラボ","すらりん","API,ASMR,D,DX,DirectX,Vulkan,ライク","ゲーム機ライクな低レベルグラフィックスAPI(Vulkan/DX12) を使ってのグラフィックスプログラミング書籍と、 3D オーディオ(特に ASMR)の収録から加工までの導入解説本を予定しています。前回のDirectX9本と2Dアニメシステム制作演習本も多少持って行きます。","https://techbookfest.org/event/tbf06/circle/54340001","https://blog.techlab-xe.net/techbookfest/techbookfest6-info","け59"
"味噌煮研究所","へんてこ","Unity,プレイ","Unityなどのゲームに関する同人誌やソフトウェア技術に関する同人誌、実際にプレイできるゲーム(体験版)を頒布します","https://techbookfest.org/event/tbf06/circle/48000001","https://miso-lab.henteko07.com/","け60"
"poyopoyo reconfigurable"," 鷺ノ宮わっふる","CPU","自作CPU本、自動運転本","https://techbookfest.org/event/tbf06/circle/44640001","http://ourfool.hatenablog.com/","け61"
"RainbowDays","猫井夕菜（ゆうな）","vtuber,youtuber,ボイスチェンジャー","2018年頃から一気に認知度が向上したバーチャルyoutuber(vtuber) 企業で活動を行っている方の他にも個人勢と呼ばれvtuberも存在します。特にボイスチェンジャーを使って美少女に変身してこれらの活動を行っている方々もおり私もその一人です。その一連の裏方技術について網羅的に入門編として紹介します。","https://techbookfest.org/event/tbf06/circle/46420001","","け62"
"コンテンツマーケティング協会","雨月","AI,AR,VR,VTuber,スマホアプリ","VR/AR/VTuber/ハードウェア/AI/スマホアプリ/量子コンピュータ/量子力学","https://techbookfest.org/event/tbf06/circle/63950003","https://twitter.com/udk91","け63"
"ぷれぜんすっ！","mercari R4D XR 有志","AR,MR,VR,XR","六本木の某社研究開発でXR(VR/AR/MR)を専門とするチームによるXR本","https://techbookfest.org/event/tbf06/circle/44940005","","け64"
"だぶ工房","鳩さん@だぶ","ARHMD,QR","個人的に製作しているARHMDの製作方法や原理, 実際に多くの人に体験して頂いた事で得られた知見, これからの広がり等をまとめた電子本をQRで頒布.","https://techbookfest.org/event/tbf06/circle/44600002","","け65"
"毬栗ロマン","いっこう","AR,VR,Web,WebXR,フィーチャー,ブラウザ","WebXR(Webブラウザで実現するVR並びにAR)の解説本、時勢を反映してVRよりもARをフィーチャーした内容を想定しています。","https://techbookfest.org/event/tbf06/circle/65630001","","け66"
"コピペテック","コピペテック","API,Azure,Blender,Face,Go,Oculus,Unity,VR,bit,micro","VR本とmicro:bit本の新刊2冊。初心者でも動くものが作れるチュートリアルです。3時間でできるはじめてのOculus Goプログラミング「VRブロック崩し」 / Oculus Goで動くVR脱出ゲームをUnityで作ろう / micro:bitではじめる電子工作「もぐらたたきゲーム」を作ってみよう / Blenderで作るmicro:bitペーパークラフト / micro:bitとAzure Face APIで作る「入室管理システム」","https://techbookfest.org/event/tbf06/circle/54420002","https://note.mu/copipetech","け67"
"GarbageCollection","出水洸太郎","ARG,Glass,Looking,VR","新刊はLooking GlassかARG系謎解きのどちらかの予定です 既刊にVRの本や数学の本があります","https://techbookfest.org/event/tbf06/circle/48340002","http://nijiken.sakura.ne.jp/","け68"
"ゆるUnity電子工作部","kosaku360","Unity,VR","この本は、Unity等でVRコンテンツを製作しているソフトエンジニアの方を対象に、既成品のマッサージ機などの家電製品を改造することによりお手軽に体感デバイスを製作して、自作のVRコンテンツと連携させる方法を解説してます。","https://techbookfest.org/event/tbf06/circle/36280014","https://twitter.com/kosaku360","け69"
"Sean-nos","神秦ゆうま","Unity,VR","Unity初心者によるVR制作＆公開の体験談漫画","https://techbookfest.org/event/tbf06/circle/65570001","","け70"
"4i","yoichineji","hololens","エンジニアことわざ絵本、hololens漫画","https://techbookfest.org/event/tbf06/circle/44420004","","け71"
"れいぞうこのドア","youten","ARKit,Cardboard,D,Daydream,Face,Framework,Tracking,VR,VRM,Vision,iOS","iOSのARKit Face TrackingやVision Frameworkで顔などをトラッキングした結果をVRMな3Dキャラクターモデルに適用して、（前回作りかけで挫折したので今度こそ）VRに持っていく話を書こうと思います。VRは（おそらく）Daydream/Cardboardです。","https://techbookfest.org/event/tbf06/circle/34340006","http://greety.sakura.ne.jp/redo/","け72"
"アナトリーラボ","アナトリーラボ","HoloLens,IT,Scratch,WKWebView,edge,electron,iOS,js","HoloLens,electron+edge.js,Scratch,iOS WKWebView,IT知識クイズ","https://techbookfest.org/event/tbf06/circle/60330003","https://twitter.com/anatoli_lab","け73"
"きりみんちゃんねる","きりみん","com,entry,hatenablog,https,kirimin,フリーランス","「フリーランスを完全に理解できる本」は7 年ほどフリーランスのエンジニアをやっている著者が、フリーランスにつ いて身をもって知った情報や知見などを共有するものです。フリーランス(個人事業主) の基礎知識から、様々な知見などを惜しみなく解説したいと思います。また同時にバーチャル幼女プログラマーとして活躍するきりみんちゃんの公式ファンブックも配布します。取り置き予約やってます。https://kirimin.hatenablog.com/entry/2019/03/31/002126","https://techbookfest.org/event/tbf06/circle/67560001","https://kirimin.hatenablog.com/entry/2019/03/17/154252","け74"
"1060WORK","花房なゆた","Excel,R,①,②,③,スクラッチデータ,～","①バックオフィス問題解決大全～神Excelで働き方改革～ ②Rおじさん合同誌 因果推論編 ③完全謝罪マニュアル ロジック編 【委託】Rでのスクラッチデータ分析入門 【既刊】旧作セット2018（神Excel/Rおじさん/完全謝罪マニュアル）","https://techbookfest.org/event/tbf06/circle/59810003","https://www.1060.work/","け75"
"越後屋","なかざん","IT","「これでカンタン！ ITエンジニアが実践するキャッシュレス時代の資産管理（仮題）」を頒布します。これまで敬遠してきた家計簿の作成や資産の把握をお手軽に行うために、ITエンジニアがユーザーとして最新のフィンテックを運用してきたノウハウを大公開！　もうレシートを打ち込んだり撮影したりする必要は（思い切りのいい人なら）ありません！","https://techbookfest.org/event/tbf06/circle/50620005","","け76"
"自転車操業","かざみみかぜ。","FeliCa,NFC,Suica,handcache,アプリ,ウェブサービス,ビットコインキャッシュ","Suicaなど交通系非接触電子マネー決済端末(FeliCa)の同人イベント導入記録。同人イベント向け対面頒布用の電子書籍ウェブサービス『対面電書』解説。アプリhandcacheを使ったビットコインキャッシュでのNFC決済導入方法。自転車創業タイトル解説 ゲーム制作記録 などをやってます。","https://techbookfest.org/event/tbf06/circle/59810002","https://anos.jp/circle/circle.htm","け77"
"とこしえ工房","太郎","FX,J,PhotoShop,UnihertzAtom,Win,スマホ","電子マネー（スイカ、クレジットカード）決済機を法人ではなく、個人で契約し同人誌即売会で運用するまでの体験記。極小スマホ（UnihertzAtom）の使用レビュー。FX投資で1000万円損出を出した体験記。Win10でPhotoShop5.0Jを動かす。官公庁、工場などの見学レポート。","https://techbookfest.org/event/tbf06/circle/46260002","https://twitter.com/tarou_barn","け78"
"clfreaks","clfreaks","Common,Lisp","Common Lispの言語について解説している本はけっこうあるが、最近の開発フローやツールについて解説した本はあまりないのでそこをカバーする本を作りたい。具体的なプロジェクト例を含む。","https://techbookfest.org/event/tbf06/circle/38170002","http://clfreaks.org/","こ01"
"きゃべ","きゃべ (@cab_kyabe)","JavaScript,Web,js,ml,p","JavaScriptライブラリの「ml5.js」「p5.js」を使ってWeb上に機械学習コンテンツを実装してみようという入門書を出展します。頒布物の詳細はページ下部をご覧ください。","https://techbookfest.org/event/tbf06/circle/54750005","https://kyabe.net/","こ02"
"発展途上技術者","石原淳也","Scratch","Scratch 3の改造方法や拡張機能の作り方など、Scratchをある程度やったことのある中級者向けの解説書","https://techbookfest.org/event/tbf06/circle/69730003","http://otona-scratch.herokuapp.com/","こ03"
"このすみ堂","このすみ","Kuin,PHP,アプリ","Kuinの本を出します。Kuinはくいなちゃんという6歳の女の子が開発しているゲーム & 実用アプリの開発言語で、公式サンプルを深掘りしながら理解を深めていきます。技術書典5の「PHP中級者を目指す」からパワーアップした「レベルアップPHP」もよろしくお願いします。","https://techbookfest.org/event/tbf06/circle/50330004","https://www.konosumi.net/","こ04"
"てきとうなサークル","てきめん","Kuin","Kuinでゲームを作ったときに得られた知見を本にまとめたものと、ゲームそのものを頒布したいです。","https://techbookfest.org/event/tbf06/circle/50510004","http://tekitoh-memdhoi.info/content/2018-gizhutushoten6","こ05"
"プログラミング言語Egison","プログラミング言語Egison開発チーム","Egison","パターンマッチ指向プログラミング言語Egisonの作者，江木を含むEgison開発メンバーが執筆したEgisonを紹介する書籍を販売します．","https://techbookfest.org/event/tbf06/circle/54760008","https://www.egison.org/ja/","こ06"
"SatisFactory","SatisKia","CLIP,ブラウザ","ブラウザで動くインタープリタ用のオリジナル言語である「CLIP」の解説書第2版と、CLIPによる多倍長演算の解説書を出します！","https://techbookfest.org/event/tbf06/circle/38160001","http://www5d.biglobe.ne.jp/~satis/","こ07"
"進捗大陸","進捗太郎","","実用的なソフトウェア/分散システム/言語処理系に関するあれこれ","https://techbookfest.org/event/tbf06/circle/54370002","https://shinchoku-tairiku.github.io/web/","こ08"
"C++全く分からん","でぃすぴゃあああ","C,Docker,Git,Re,URL,Vagrant,View,Web,compose,コマンドチートシート,チートシール","(1)C++の高速化、最適化の手順とか手法とかをネタにして何か (2)初〜中級Web開発者向け電子雑誌URL付きクリアファイル (3)Git, Docker(-compose), Re:View, Vagrantのコマンドチートシートをシールにしたチートシール","https://techbookfest.org/event/tbf06/circle/40250002","","こ09"
"月時計観測所","ソラフクロウ","C,GHC,Haskell,er","C++erなどの中上級者向けのHaskell入門書。GHCを前提とした詳細にも踏み込みながら、この個性的な言語のデザインを知ってもらう本です。布教用。","https://techbookfest.org/event/tbf06/circle/44940002","","こ10"
"galaxy-sixth-sensey","aiya000","Haskell","Haskellを用いて、圏論にゆるふわ入門する小説！（圏の基本）","https://techbookfest.org/event/tbf06/circle/63720004","https://aiya000.github.io","こ11"
"lambda-sun","osh","","ラムダ計算や関数型プログラミングについて書きます。","https://techbookfest.org/event/tbf06/circle/50590005","","こ12"
"趣味はデバッグ……","岡本和樹","","自作静的型付け言語を作ってそれに対して型推論する方法を解説するよ！","https://techbookfest.org/event/tbf06/circle/46330001","http://doujin.kakkun61.com/","こ13"
"Mathematica研究会狛江支部","Mathematica研究会","Mathematica","Mathematicaは優れたソルバーであるだけではなく、強力なプログラム言語であることを紹介します。そしてMathematicaに、実はオブジェクト指向機能が備わっていること、そのプログラミング手法を解説します。","https://techbookfest.org/event/tbf06/circle/41980002","https://s3-ap-northeast-1.amazonaws.com/kobayashikorio/math_slides/coverPages.pdf","こ14"
"EREX工房","夜道","Julia","科学技術計算むけプログラミング言語Julia の入門書・解説書を頒布しています","https://techbookfest.org/event/tbf06/circle/34300002","","こ15"
"418 I'm a teapot","yukiusa","Genie,Julia,Web,アプリ,アプリケーションフレームワーク","Julia製WebアプリケーションフレームワークGenieを使って、入門者向けの簡単な本棚アプリの開発について解説します。","https://techbookfest.org/event/tbf06/circle/48340003","","こ16"
"atinfinity.info","dandelion1124","OpenCV,コンピュータービジョンライブラリ","オープンソースのコンピュータービジョンライブラリ「OpenCV 4.0」の解説本を配布します。 ","https://techbookfest.org/event/tbf06/circle/71770001","http://atinfinity.github.io","こ17"
"あいらぶ量子コンピュータ","snuffkin","","初心者向けに量子コンピュータの動作、量子プログラミングについてご紹介する冊子を頒布します。","https://techbookfest.org/event/tbf06/circle/56430002","","こ18"
"モザイク研究所","カドラ","Q","量子プログラミング言語Q#について解説する本です","https://techbookfest.org/event/tbf06/circle/56110001","","こ19"
"SoNeO:Automata ","そねお","FPGA,ブログ","インターンで勉強する量子情報についてや機械学習について。ブログでまとめている「情報幾何学の基礎」という本について。FPGAについて。","https://techbookfest.org/event/tbf06/circle/36170003","","こ20"
"株式会社マイナビ出版","マイナビ出版書籍編集チーム","Firebase,Scala,Unity,ディープラーニング","ディープラーニング本、自然言語処理本、Scala本、Firebase本、Unity本、イラスト本、デザイン本","https://techbookfest.org/event/tbf06/circle/67830002","https://book.mynavi.jp/","こ21"
"Team Sommelier","Team Sommelier","ディープラーニングチョット","仲良し女子高生たち一緒に、実際に手を動かして「ディープラーニングチョットわかる」気分になれる本","https://techbookfest.org/event/tbf06/circle/48260002","https://lilium513.github.io/aigirls-gijutsushoten6/","こ22"
"ALIS IT PUBLISHING","takemikami","","ビッグデータのデータ加工及び機械学習のプログラミングガイド","https://techbookfest.org/event/tbf06/circle/54760014","http://takemikami.com/books/","こ23"
"でーたちっぷす","pimientito","pimientito,ブログ","非理系かつ数学初心者が、どのようにして機械学習を学習しているのか、実体験をレポートしているブログ「pimientitoの機械学習」の内容を再編集し、まとめたものを中心に、機械学習に関連したトピックをご紹介","https://techbookfest.org/event/tbf06/circle/67590001","https://pimientito-handson-ml.hatenablog.com/","こ24"
"LemonLime","しぶかい","API,django,framework,learn,rest,scikit","django-rest-frameworkとscikit-learnを用いたAPI開発のノウハウ（プロトタイプ開発）","https://techbookfest.org/event/tbf06/circle/57990001","","こ25"
"ノルウェイのギーク","hidef, pco2699","AI,Nuxt,Python,js,アプリ,デプロイ","■「データ分析をデプロイしよう」がテーマのAIアプリ開発技術書！ 新米データサイエンティストによる渾身の薄い本です。 ■なぜ、AIアプリ開発が上手くいかないのか？その理由と対策まで余すことなく実務経験をもとに解説。■Pythonによるデプロイ前提の最短データ分析手法〜Nuxt.jsによるモダンなアプリケーション開発テクニックを１冊に凝縮！","https://techbookfest.org/event/tbf06/circle/40460002","https://twitter.com/hidefkn","こ26"
"増井技術士事務所","masuipeo","PayPay,シゴト,ディープラーニング,フリーランス,プログラミングリテラシー","商業誌「プログラミング言語図鑑」「プログラマのためのディープラーニングのしくみがわかる数学入門」「プログラマ脳を鍛える数学パズル」「もっとプログラマ脳を鍛える数学パズル」「おうちで学べるセキュリティのきほん」「図解まるわかりセキュリティのしくみ」「エンジニアが生き残るテクノロジーの授業」「シゴトに役立つデータ分析・統計のトリセツ」に加え、前回の技術書典で頒布したフリーランスや副業の人に役立つ「技術書を書く人のための得する制度、損する行動」の第2版と新刊「基礎からのプログラミングリテラシー」を頒布します。機械学習やディープラーニング、アルゴリズムなど幅広い本を会場限定価格で販売します。また、どれでも一冊購入いただいた方（希望者）に、『技術書を書く人のための得する制度、損する行動　第２版』の電子版を無料プレゼント！PayPayでの支払いに対応します！","https://techbookfest.org/event/tbf06/circle/42020001","https://masuipeo.com/","こ27"
"OK Computer","Tatsuya Takahashi","FoxDot,Python","FoxDot＋Pythonで，ライブコーディングをしながら音楽を生成する実践的な内容．FoxDotの入門的な内容から，音源の拡張，実際にライブするときの心得，機械学習との連携などを入れ込む予定です．","https://techbookfest.org/event/tbf06/circle/41980006","https://twitter.com/tty_tkhs_ml","こ28"
"LIPP Lab.","にょんたか","","機械学習による自然言語処理を用いた特許の解析手法などを紹介する予定。","https://techbookfest.org/event/tbf06/circle/38470008","","こ29"
"the tenth art","みづはし","","機械学習（主に自然言語処理）を用いて、ゲーム、小説などの創作を行う。","https://techbookfest.org/event/tbf06/circle/44420002","http://thetenthart.main.jp","こ30"
"とっしんの会","とっしんの会","Web,slideshare,ブログ","この本では、私たち「とっしんの会」のメンバーそれぞれが、興味のあることを本にしました。「とっしんの会」とは、「とりあえず発信する」という気持ちのもと、各々が興味をもったことを発信していく会です。これまではslideshareやブログなどで細々と発信を続けてきましたが、さらに多くの方々に発信していこうということで、技術書典に出展することになりました。この本では、3人の著者による3つのテーマについて記しました。詳しくは紹介用Webサイトを参照ください。","https://techbookfest.org/event/tbf06/circle/69520001","https://www.toshin.dev","こ31"
"katsyoshi.org","katsyoshi","Ruby","Rubyで機械学習をしながら日本酒の分類","https://techbookfest.org/event/tbf06/circle/63720002","https://katsyoshi.org","こ32"
"[chug] Chainer User Group","kumezawa","Chainer,Deep,Group,Learning,User","Deep LearningフレームワークChainerのUser Groupが作成する画期的な入門書","https://techbookfest.org/event/tbf06/circle/36110003","https://chug-jp.org/","こ33"
"TE Lab","たけぽん","python","python 関連のトピック全般、モーショングラフィックスや機械学習も触れます。","https://techbookfest.org/event/tbf06/circle/64210001","","こ34"
"ヤマブキ計算所","select766","AI","テレビゲーム「ポケットモンスター」のバトルの戦略AIを、強化学習等の手法を用いて構築します。アルゴリズムの解説および構築された戦略の紹介を行う本を頒布します。技術書典5の続編です。","https://techbookfest.org/event/tbf06/circle/65670001","http://select766.hatenablog.com/","こ35"
"dlshogi","山岡忠夫","AI,AlphaZero,Keras,Python,Shogi,dlshogi,ディープラーニング","ディープラーニングを使った将棋AIの作り方に関する本を頒布します。実際に動くソースコードも提供しているので、動かしながらディープラーニングの仕組みを理解できる内容になっています。新刊はPythonとKerasによるAlphaZero Shogiの実装方法についてです。将棋AI「dlshogi」の作者、書籍「将棋AIで学ぶディープラーニング」の著者。","https://techbookfest.org/event/tbf06/circle/46400002","http://tadaoyamaoka.hatenablog.com/","こ36"
"鳩屋","N","PRML","機械学習の定番本であるPRMLを漫画で解説する本を頒布する予定です。","https://techbookfest.org/event/tbf06/circle/60330005","","こ37"
"めがねをかけるんだ","Keiji ARIYAMA","MLOps","新刊あります。複雑化した機械学習ワークフローを自動化するMLOps本です。","https://techbookfest.org/event/tbf06/circle/38380004","https://blog.keiji.io","こ38"
"Rosenblock Chainers","cafeunder","","人工知能，強化学習，機械学習，進化計算に関する技術系同人誌","https://techbookfest.org/event/tbf06/circle/44940001","https://rosenblockchainers.github.io/index.html","こ39"
"データリファインメント","カレーちゃん","kaggle","kaggleについてのチュートリアルを頒布予定","https://techbookfest.org/event/tbf06/circle/65490001","https://twitter.com/currypurin","こ40"
"CQ出版社なにそれおいしいの？","CQ出版社，トランジスタ技術編集部","CQ,Twitter,connect,インターステラテクノロジズ,：@","■ 技術書展6での配布物  　CQ出版社の雑誌や書籍を頒布します．技術的な解説本と，関連する実験/体験キットを持ち込む予定です．　Twitter：@CQ_connect ★新刊「ぼくらの宇宙ロケットの製作 #1」 　民間宇宙ロケットをイラストで解説したものです．インターステラテクノロジズの稲川 貴大氏による「日本発！みんなのミニ・ロケット誕生」も掲載します．","https://techbookfest.org/event/tbf06/circle/34290005","http://www.cqpub.co.jp/","さ01"
"くるみ割り書房","大岡由佳","React,TypeScript","React の TypeScript による入門書。およびそのテストとスタイルについての解説書。","https://techbookfest.org/event/tbf06/circle/58150002","https://oukayuka.booth.pm/","さ02"
"Growthfaction 成長と充実を研究する会","Growthfaction Project","セイチョウ・ジャーニー","1時間で200部を完売した前作「セイチョウ・ジャーニー」に続く、新刊「挫折論への招待」です。炎上案件。チームリード失敗。裏切り、破滅。人生には”挫折“がつきもの。 “挫折”に立ち向かうための技術が詰まった1冊です！「あのとき挫折から立ち上がれたのは偶然か？」「挫折する人は心が弱いのか？」「その挫折は、本当に挫折なのか？」著者の体験談と、認知心理学を絡めた理論で展開する技術書です。そしてなんと、本家「エンジニアリング組織論への招待」著者、広木大地さんの特別コラムも掲載！この世界を生き抜くための技術書をお楽しみください！","https://techbookfest.org/event/tbf06/circle/38080006","https://note.mu/tbpgr/m/m9e690dcc4cc6","さ03"
"Wantedly執筆部","ウォンテッドリー","","技術的な挑戦や日々の試行錯誤から得られた知見を紹介していきます","https://techbookfest.org/event/tbf06/circle/50380001","https://www.wantedly.com/companies/wantedly","さ04"
"TechBooster","mhidaka","Android,Web","AndroidやWebのプログラミング解説書です！","https://techbookfest.org/event/tbf06/circle/61870001","http://techbooster.org","さ05"
"ひかる黄金わかめ帝国","vvakame","Apollo,React,TypeScript,ドハマリ","React+TypeScript+Apolloでドハマリした時の苦闘の歴史と解決策を書いた本を出す予定です。俺の屍を越えてゆけ。","https://techbookfest.org/event/tbf06/circle/38070001","","さ06"